gene_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NPW,181.737572049608,1.24844583501376,0.390040950849889,3.20080707498388,0.00137043256543542,0.32515887034573
SUMO3,840.520827435526,-0.171797247902145,0.0549363386696644,-3.12720599993334,0.00176476226282048,0.32515887034573
MUC1,12.9666019427258,-1.96962343395153,0.615460275273212,-3.20024461867533,0.00137310994724011,0.32515887034573
ZDHHC9,887.41534183252,-0.272946890445994,0.0866024833754973,-3.15172128797429,0.00162311121510047,0.32515887034573
LRP10,933.98962651136,-0.338802480910753,0.105558919947482,-3.20960541353884,0.00132917299049143,0.32515887034573
SLC9A8,371.407097459419,-0.301827756661988,0.0949399131050982,-3.17914506965965,0.00147710144679752,0.32515887034573
EPS8L3,6.01655497311042,-2.85961697535584,0.908032019476545,-3.14924684815005,0.00163691862377551,0.32515887034573
TAS2R14,14.8366809020946,0.800630827863286,0.252202836353602,3.17455124390734,0.00150068390147707,0.32515887034573
MRPS6,444.383063250594,0.307543234613333,0.0946369531515686,3.24971614545512,0.0011552025252889,0.32515887034573
C11orf80,31.1343290259769,0.574313148534098,0.184247925140314,3.11706711539211,0.00182659982846969,0.326931425036592
BCL2L1,520.189377527751,-0.479532475439577,0.153970864486892,-3.11443646846837,0.00184296641119496,0.327178980120757
CYP4F11,1558.52977398155,-0.339285844447168,0.109044463764007,-3.1114449348061,0.00186174192281475,0.327846746988572
IL1R2,72.025747702285,-0.648073158104474,0.20878471270577,-3.10402591121589,0.00190906610943302,0.333490940524636
SMYD2,404.291132909926,0.282933029164977,0.0913390132246763,3.09761425240074,0.00195085180693915,0.335423622490735
KCNE1,21.3477849491934,-1.07942630247243,0.349674116486204,-3.08694939539519,0.00202222019363962,0.34230387711872
XPO6,568.984782160447,-0.241394944778109,0.078348884023841,-3.081025949325,0.00206288669834539,0.346501491885153
TF,53786.9057526136,0.623312332889176,0.202936112835963,3.07147074110466,0.00213007039111778,0.347813556114866
TEX22,2.01596219502041,2.1872892037472,0.71138010454776,3.07471236511134,0.00210705654091639,0.347813556114866
IQGAP3,22.5442504133279,1.28907544574403,0.421834942902657,3.05587639770635,0.00224403742989371,0.362968898660438
SLC13A5,3788.05714456967,-0.440701617655938,0.144827830762547,-3.04293460266274,0.00234283241926869,0.368213511979587
SPTY2D1-AS1,3.61328310271308,1.51137103870506,0.496169270156649,3.04607949264551,0.00231846529981179,0.368213511979587
PRKAA2,175.088828938311,0.678267175562282,0.223168649248858,3.03925832703293,0.0023716139791297,0.369904020344829
ATG101,204.4442203489,-0.638344377062627,0.210682377007485,-3.02988976168589,0.00244643015402888,0.370973950301213
SOX7,97.8207517532597,0.516185202541933,0.170297065959137,3.03108688123724,0.00243675120833765,0.370973950301213
TMEM17,43.9194310768633,-0.423012873431194,0.139358239735431,-3.03543496412036,0.00240189018116717,0.370973950301213
CCDC137,93.5217961659465,-0.444260322421777,0.147248085067459,-3.01708726614847,0.00255216328053696,0.379109097917041
GSTA2,9637.03527969672,1.11835983398429,0.370566653666118,3.01797213246267,0.0025447230432265,0.379109097917041
LPP,15.6259353883959,1.03546370024805,0.344653187606789,3.00436420576328,0.00266136531738479,0.38545565338293
